project_id,asset_class,database,sector_code,country,region,invest_usd,supplying_sector,sourcing_country,trade_share,spend_M$,GHG_tCO2e,Employment_FTE,Water_1000m3,ValueAdded_M$,Energy_TJ,NOx_t,model_label,scenario,year,adj_ratio_ghg,adj_ratio_employment,adj_ratio_water,adj_ratio_va,GHG_adj_tCO2e,Employment_adj_FTE,Water_adj_1000m3,ValueAdded_adj_M$,tier_label,tier,sourcing_region,sourcing_share,tier_range
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Construction,Europe,1.0,0.76,126.504,6.512,0.44232,0.3648,0.98496,0.41344,OSeMOSYS,SSP3-7.0,2030.0,0.8286,1.04,0.7443012626310594,1.04,104.8212144,6.77248,0.3292193344869702,0.379392,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Construction,Europe,1.0,0.76,126.504,6.512,0.44232,0.3648,0.98496,0.41344,OSeMOSYS,SSP3-7.0,2040.0,0.4715,1.1332,0.4667115223227014,1.1332,59.646636,7.3793983999999995,0.20643584055377728,0.41339136,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Construction,Europe,1.0,0.76,126.504,6.512,0.44232,0.3648,0.98496,0.41344,OSeMOSYS,SSP4-6.0,2025.0,0.6672,1.112,0.587078114433333,1.112,84.4034688,7.241344,0.25967639157615185,0.40565760000000006,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Construction,Europe,1.0,0.76,126.504,6.512,0.44232,0.3648,0.98496,0.41344,OSeMOSYS,SSP4-6.0,2030.0,0.3368,1.168,0.36241044597633476,1.168,42.6065472,7.606015999999999,0.16030138846425238,0.4260864,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Construction,Europe,1.0,0.76,126.504,6.512,0.44232,0.3648,0.98496,0.41344,OSeMOSYS,SSP4-6.0,2040.0,0.1083,1.244,0.16738192906382188,1.244,13.7003832,8.100928,0.0740363748635097,0.4538112,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Construction,Europe,1.0,0.76,126.504,6.512,0.44232,0.3648,0.98496,0.41344,OSeMOSYS,SSP5-8.5,2025.0,0.9235,1.004,0.8300105371026714,1.004,116.82644400000001,6.538048,0.3671302607712536,0.3662592,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Construction,Europe,1.0,0.76,126.504,6.512,0.44232,0.3648,0.98496,0.41344,OSeMOSYS,SSP5-8.5,2030.0,0.8419,1.012,0.7806906887098504,1.012,106.5037176,6.590144,0.345315105430141,0.3691776,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Construction,Europe,1.0,0.76,126.504,6.512,0.44232,0.3648,0.98496,0.41344,OSeMOSYS,SSP5-8.5,2040.0,0.5949,1.0717,0.5937858237521318,1.0717,75.2572296,6.9789104,0.26264334556204294,0.39095616000000005,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Energy_Utilities,Europe,1.0,0.2,17.389,0.626,0.20064,0.128,1.224,0.204,OSeMOSYS,SSP1-1.9,2025.0,0.6104,1.12,0.5501998819015658,1.12,10.6142456,0.7011200000000001,0.11039210430473016,0.14336000000000002,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Energy_Utilities,Europe,1.0,0.2,17.389,0.626,0.20064,0.128,1.224,0.204,OSeMOSYS,SSP1-1.9,2030.0,0.3128,1.176,0.34188112840659657,1.176,5.4392792000000005,0.7361759999999999,0.06859502960349954,0.150528,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Energy_Utilities,Europe,1.0,0.2,17.389,0.626,0.20064,0.128,1.224,0.204,OSeMOSYS,SSP1-1.9,2040.0,0.0842,1.252,0.14685261149408368,1.252,1.4641537999999998,0.783752,0.029464507970172953,0.160256,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Energy_Utilities,Europe,1.0,0.2,17.389,0.626,0.20064,0.128,1.224,0.204,OSeMOSYS,SSP2-4.5,2025.0,0.8458,1.072,0.7189043242637458,1.072,14.707616199999999,0.671072,0.14424096362027797,0.137216,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Energy_Utilities,Europe,1.0,0.2,17.389,0.626,0.20064,0.128,1.224,0.204,OSeMOSYS,SSP2-4.5,2030.0,0.67,1.1128,0.5876686051740497,1.1128,11.65063,0.6966128,0.11790982894212135,0.1424384,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Energy_Utilities,Europe,1.0,0.2,17.389,0.626,0.20064,0.128,1.224,0.204,OSeMOSYS,SSP2-4.5,2040.0,0.3619,1.1842,0.35774658552652816,1.1842,6.2930791,0.7413092,0.07177827492004261,0.15157759999999998,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Energy_Utilities,Europe,1.0,0.2,17.389,0.626,0.20064,0.128,1.224,0.204,OSeMOSYS,SSP3-7.0,2025.0,0.9128,1.032,0.7949183218474014,1.032,15.872679199999999,0.646032,0.15949241209546264,0.13209600000000002,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Energy_Utilities,Europe,1.0,0.2,17.389,0.626,0.20064,0.128,1.224,0.204,OSeMOSYS,SSP3-7.0,2030.0,0.8286,1.04,0.7443012626310594,1.04,14.4085254,0.6510400000000001,0.14933660533429577,0.13312000000000002,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Energy_Utilities,Europe,1.0,0.2,17.389,0.626,0.20064,0.128,1.224,0.204,OSeMOSYS,SSP3-7.0,2040.0,0.4715,1.1332,0.4667115223227014,1.1332,8.1989135,0.7093832,0.09364099983882682,0.1450496,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Energy_Utilities,Europe,1.0,0.2,17.389,0.626,0.20064,0.128,1.224,0.204,OSeMOSYS,SSP4-6.0,2025.0,0.6672,1.112,0.587078114433333,1.112,11.6019408,0.6961120000000001,0.11779135287990394,0.14233600000000002,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Energy_Utilities,Europe,1.0,0.2,17.389,0.626,0.20064,0.128,1.224,0.204,OSeMOSYS,SSP4-6.0,2030.0,0.3368,1.168,0.36241044597633476,1.168,5.856615199999999,0.7311679999999999,0.07271403188069181,0.149504,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Energy_Utilities,Europe,1.0,0.2,17.389,0.626,0.20064,0.128,1.224,0.204,OSeMOSYS,SSP4-6.0,2040.0,0.1083,1.244,0.16738192906382188,1.244,1.8832286999999999,0.778744,0.03358351024736522,0.159232,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Energy_Utilities,Europe,1.0,0.2,17.389,0.626,0.20064,0.128,1.224,0.204,OSeMOSYS,SSP5-8.5,2025.0,0.9235,1.004,0.8300105371026714,1.004,16.0587415,0.628504,0.16653331416428,0.12851200000000002,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Energy_Utilities,Europe,1.0,0.2,17.389,0.626,0.20064,0.128,1.224,0.204,OSeMOSYS,SSP5-8.5,2030.0,0.8419,1.012,0.7806906887098504,1.012,14.6397991,0.633512,0.15663777978274437,0.129536,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Energy_Utilities,Europe,1.0,0.2,17.389,0.626,0.20064,0.128,1.224,0.204,OSeMOSYS,SSP5-8.5,2040.0,0.5949,1.0717,0.5937858237521318,1.0717,10.3447161,0.6708842,0.11913718767762774,0.1371776,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Manufacturing,Europe,1.0,0.64,186.778,3.244,0.77146,0.2688,1.47456,0.52224,OSeMOSYS,SSP1-1.9,2025.0,0.6104,1.12,0.5501998819015658,1.12,114.0092912,3.6332800000000005,0.42445720089178196,0.301056,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Manufacturing,Europe,1.0,0.64,186.778,3.244,0.77146,0.2688,1.47456,0.52224,OSeMOSYS,SSP1-1.9,2030.0,0.3128,1.176,0.34188112840659657,1.176,58.4241584,3.814944,0.263747615320553,0.31610879999999997,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Manufacturing,Europe,1.0,0.64,186.778,3.244,0.77146,0.2688,1.47456,0.52224,OSeMOSYS,SSP1-1.9,2040.0,0.0842,1.252,0.14685261149408368,1.252,15.7267076,4.061488000000001,0.1132909156632258,0.3365376,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Manufacturing,Europe,1.0,0.64,186.778,3.244,0.77146,0.2688,1.47456,0.52224,OSeMOSYS,SSP2-4.5,2025.0,0.8458,1.072,0.7189043242637458,1.072,157.9768324,3.4775680000000007,0.5546059299965094,0.2881536,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Manufacturing,Europe,1.0,0.64,186.778,3.244,0.77146,0.2688,1.47456,0.52224,OSeMOSYS,SSP2-4.5,2030.0,0.67,1.1128,0.5876686051740497,1.1128,125.14126,3.6099232000000003,0.4533628221475724,0.29912064,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Manufacturing,Europe,1.0,0.64,186.778,3.244,0.77146,0.2688,1.47456,0.52224,OSeMOSYS,SSP2-4.5,2040.0,0.3619,1.1842,0.35774658552652816,1.1842,67.5949582,3.8415448,0.27598718087029545,0.31831296,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Manufacturing,Europe,1.0,0.64,186.778,3.244,0.77146,0.2688,1.47456,0.52224,OSeMOSYS,SSP3-7.0,2025.0,0.9128,1.032,0.7949183218474014,1.032,170.49095839999998,3.347808,0.6132476885723963,0.27740159999999997,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Manufacturing,Europe,1.0,0.64,186.778,3.244,0.77146,0.2688,1.47456,0.52224,OSeMOSYS,SSP3-7.0,2030.0,0.8286,1.04,0.7443012626310594,1.04,154.76425079999999,3.3737600000000003,0.5741986520693572,0.27955199999999997,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Manufacturing,Europe,1.0,0.64,186.778,3.244,0.77146,0.2688,1.47456,0.52224,OSeMOSYS,SSP3-7.0,2040.0,0.4715,1.1332,0.4667115223227014,1.1332,88.06582699999998,3.6761008000000004,0.36004927101107126,0.30460415999999996,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Manufacturing,Europe,1.0,0.64,186.778,3.244,0.77146,0.2688,1.47456,0.52224,OSeMOSYS,SSP4-6.0,2025.0,0.6672,1.112,0.587078114433333,1.112,124.6182816,3.6073280000000008,0.4529072821607391,0.2989056,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Manufacturing,Europe,1.0,0.64,186.778,3.244,0.77146,0.2688,1.47456,0.52224,OSeMOSYS,SSP4-6.0,2030.0,0.3368,1.168,0.36241044597633476,1.168,62.9068304,3.788992,0.27958516265290323,0.31395839999999997,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Manufacturing,Europe,1.0,0.64,186.778,3.244,0.77146,0.2688,1.47456,0.52224,OSeMOSYS,SSP4-6.0,2040.0,0.1083,1.244,0.16738192906382188,1.244,20.228057399999997,4.0355360000000005,0.12912846299557604,0.3343872,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Manufacturing,Europe,1.0,0.64,186.778,3.244,0.77146,0.2688,1.47456,0.52224,OSeMOSYS,SSP5-8.5,2025.0,0.9235,1.004,0.8300105371026714,1.004,172.48948299999998,3.2569760000000003,0.6403199289532269,0.2698752,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Manufacturing,Europe,1.0,0.64,186.778,3.244,0.77146,0.2688,1.47456,0.52224,OSeMOSYS,SSP5-8.5,2030.0,0.8419,1.012,0.7806906887098504,1.012,157.2483982,3.282928,0.6022716387121012,0.2720256,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Manufacturing,Europe,1.0,0.64,186.778,3.244,0.77146,0.2688,1.47456,0.52224,OSeMOSYS,SSP5-8.5,2040.0,0.5949,1.0717,0.5937858237521318,1.0717,111.11423219999999,3.4765948000000004,0.45808201159181966,0.28807296,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Transport_Logistics,Europe,1.0,0.14,19.012,0.994,0.0629,0.084,0.21168,0.26656,OSeMOSYS,SSP1-1.9,2025.0,0.6104,1.12,0.5501998819015658,1.12,11.604924800000001,1.11328,0.034607572571608486,0.09408000000000001,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Transport_Logistics,Europe,1.0,0.14,19.012,0.994,0.0629,0.084,0.21168,0.26656,OSeMOSYS,SSP1-1.9,2030.0,0.3128,1.176,0.34188112840659657,1.176,5.9469536000000005,1.168944,0.021504322976774924,0.098784,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Transport_Logistics,Europe,1.0,0.14,19.012,0.994,0.0629,0.084,0.21168,0.26656,OSeMOSYS,SSP1-1.9,2040.0,0.0842,1.252,0.14685261149408368,1.252,1.6008104,1.244488,0.009237029262977864,0.10516800000000001,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Transport_Logistics,Europe,1.0,0.14,19.012,0.994,0.0629,0.084,0.21168,0.26656,OSeMOSYS,SSP2-4.5,2025.0,0.8458,1.072,0.7189043242637458,1.072,16.0803496,1.065568,0.04521908199618961,0.09004800000000002,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Transport_Logistics,Europe,1.0,0.14,19.012,0.994,0.0629,0.084,0.21168,0.26656,OSeMOSYS,SSP2-4.5,2030.0,0.67,1.1128,0.5876686051740497,1.1128,12.738040000000002,1.1061232,0.036964355265447724,0.09347520000000001,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Transport_Logistics,Europe,1.0,0.14,19.012,0.994,0.0629,0.084,0.21168,0.26656,OSeMOSYS,SSP2-4.5,2040.0,0.3619,1.1842,0.35774658552652816,1.1842,6.8804428,1.1770947999999999,0.02250226022961862,0.0994728,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Transport_Logistics,Europe,1.0,0.14,19.012,0.994,0.0629,0.084,0.21168,0.26656,OSeMOSYS,SSP3-7.0,2025.0,0.9128,1.032,0.7949183218474014,1.032,17.3541536,1.025808,0.05000036244420155,0.086688,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Transport_Logistics,Europe,1.0,0.14,19.012,0.994,0.0629,0.084,0.21168,0.26656,OSeMOSYS,SSP3-7.0,2030.0,0.8286,1.04,0.7443012626310594,1.04,15.7533432,1.03376,0.04681654941949364,0.08736000000000001,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Transport_Logistics,Europe,1.0,0.14,19.012,0.994,0.0629,0.084,0.21168,0.26656,OSeMOSYS,SSP3-7.0,2040.0,0.4715,1.1332,0.4667115223227014,1.1332,8.964158,1.1264007999999999,0.02935615475409792,0.0951888,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Transport_Logistics,Europe,1.0,0.14,19.012,0.994,0.0629,0.084,0.21168,0.26656,OSeMOSYS,SSP4-6.0,2025.0,0.6672,1.112,0.587078114433333,1.112,12.684806400000001,1.105328,0.036927213397856644,0.09340800000000002,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Transport_Logistics,Europe,1.0,0.14,19.012,0.994,0.0629,0.084,0.21168,0.26656,OSeMOSYS,SSP4-6.0,2030.0,0.3368,1.168,0.36241044597633476,1.168,6.4032416,1.160992,0.022795617051911455,0.098112,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Transport_Logistics,Europe,1.0,0.14,19.012,0.994,0.0629,0.084,0.21168,0.26656,OSeMOSYS,SSP4-6.0,2040.0,0.1083,1.244,0.16738192906382188,1.244,2.0589996,1.236536,0.010528323338114395,0.104496,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Transport_Logistics,Europe,1.0,0.14,19.012,0.994,0.0629,0.084,0.21168,0.26656,OSeMOSYS,SSP5-8.5,2025.0,0.9235,1.004,0.8300105371026714,1.004,17.557582,0.997976,0.052207662783758026,0.08433600000000001,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Transport_Logistics,Europe,1.0,0.14,19.012,0.994,0.0629,0.084,0.21168,0.26656,OSeMOSYS,SSP5-8.5,2030.0,0.8419,1.012,0.7806906887098504,1.012,16.0062028,1.005928,0.04910544431984959,0.085008,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Transport_Logistics,Europe,1.0,0.14,19.012,0.994,0.0629,0.084,0.21168,0.26656,OSeMOSYS,SSP5-8.5,2040.0,0.5949,1.0717,0.5937858237521318,1.0717,11.3102388,1.0652698,0.03734912831400909,0.09002280000000001,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Health_Social,Europe,1.0,0.06,6.001,0.692,0.0419,0.042,0.03888,0.01632,OSeMOSYS,SSP1-1.9,2025.0,0.6104,1.12,0.5501998819015658,1.12,3.6630104000000006,0.7750400000000001,0.023053375051675606,0.047040000000000005,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Health_Social,Europe,1.0,0.06,6.001,0.692,0.0419,0.042,0.03888,0.01632,OSeMOSYS,SSP1-1.9,2030.0,0.3128,1.176,0.34188112840659657,1.176,1.8771128000000001,0.8137919999999998,0.014324819280236396,0.049392,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Health_Social,Europe,1.0,0.06,6.001,0.692,0.0419,0.042,0.03888,0.01632,OSeMOSYS,SSP1-1.9,2040.0,0.0842,1.252,0.14685261149408368,1.252,0.5052842,0.8663839999999999,0.006153124421602106,0.052584000000000006,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Health_Social,Europe,1.0,0.06,6.001,0.692,0.0419,0.042,0.03888,0.01632,OSeMOSYS,SSP2-4.5,2025.0,0.8458,1.072,0.7189043242637458,1.072,5.0756458,0.741824,0.030122091186650952,0.04502400000000001,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Health_Social,Europe,1.0,0.06,6.001,0.692,0.0419,0.042,0.03888,0.01632,OSeMOSYS,SSP2-4.5,2030.0,0.67,1.1128,0.5876686051740497,1.1128,4.020670000000001,0.7700575999999999,0.024623314556792685,0.046737600000000004,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Health_Social,Europe,1.0,0.06,6.001,0.692,0.0419,0.042,0.03888,0.01632,OSeMOSYS,SSP2-4.5,2040.0,0.3619,1.1842,0.35774658552652816,1.1842,2.1717619,0.8194663999999999,0.01498958193356153,0.0497364,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Health_Social,Europe,1.0,0.06,6.001,0.692,0.0419,0.042,0.03888,0.01632,OSeMOSYS,SSP3-7.0,2025.0,0.9128,1.032,0.7949183218474014,1.032,5.4777128,0.714144,0.03330707768540612,0.043344,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Health_Social,Europe,1.0,0.06,6.001,0.692,0.0419,0.042,0.03888,0.01632,OSeMOSYS,SSP3-7.0,2030.0,0.8286,1.04,0.7443012626310594,1.04,4.972428600000001,0.71968,0.03118622290424139,0.043680000000000004,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Health_Social,Europe,1.0,0.06,6.001,0.692,0.0419,0.042,0.03888,0.01632,OSeMOSYS,SSP3-7.0,2040.0,0.4715,1.1332,0.4667115223227014,1.1332,2.8294715,0.7841743999999999,0.01955521278532119,0.0475944,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Health_Social,Europe,1.0,0.06,6.001,0.692,0.0419,0.042,0.03888,0.01632,OSeMOSYS,SSP4-6.0,2025.0,0.6672,1.112,0.587078114433333,1.112,4.0038672,0.769504,0.024598572994756655,0.04670400000000001,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Health_Social,Europe,1.0,0.06,6.001,0.692,0.0419,0.042,0.03888,0.01632,OSeMOSYS,SSP4-6.0,2030.0,0.3368,1.168,0.36241044597633476,1.168,2.0211368,0.8082559999999999,0.015184997686408427,0.049056,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Health_Social,Europe,1.0,0.06,6.001,0.692,0.0419,0.042,0.03888,0.01632,OSeMOSYS,SSP4-6.0,2040.0,0.1083,1.244,0.16738192906382188,1.244,0.6499083,0.860848,0.0070133028277741365,0.052248,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Health_Social,Europe,1.0,0.06,6.001,0.692,0.0419,0.042,0.03888,0.01632,OSeMOSYS,SSP5-8.5,2025.0,0.9235,1.004,0.8300105371026714,1.004,5.5419235,0.6947679999999999,0.03477744150460193,0.042168000000000004,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Health_Social,Europe,1.0,0.06,6.001,0.692,0.0419,0.042,0.03888,0.01632,OSeMOSYS,SSP5-8.5,2030.0,0.8419,1.012,0.7806906887098504,1.012,5.0522419,0.7003039999999999,0.03271093985694273,0.042504,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Health_Social,Europe,1.0,0.06,6.001,0.692,0.0419,0.042,0.03888,0.01632,OSeMOSYS,SSP5-8.5,2040.0,0.5949,1.0717,0.5937858237521318,1.0717,3.5699949,0.7416164000000001,0.024879626015214325,0.04501140000000001,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Agriculture,Europe,1.0,0.02,2.499,0.299,0.0679,0.0152,0.04032,0.01224,OSeMOSYS,SSP1-1.9,2025.0,0.6104,1.12,0.5501998819015658,1.12,1.5253896000000002,0.33488,0.03735857198111631,0.017024,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Agriculture,Europe,1.0,0.02,2.499,0.299,0.0679,0.0152,0.04032,0.01224,OSeMOSYS,SSP1-1.9,2030.0,0.3128,1.176,0.34188112840659657,1.176,0.7816872000000001,0.351624,0.023213728618807907,0.017875199999999997,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Agriculture,Europe,1.0,0.02,2.499,0.299,0.0679,0.0152,0.04032,0.01224,OSeMOSYS,SSP1-1.9,2040.0,0.0842,1.252,0.14685261149408368,1.252,0.21041580000000001,0.37434799999999996,0.009971292320448282,0.0190304,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Agriculture,Europe,1.0,0.02,2.499,0.299,0.0679,0.0152,0.04032,0.01224,OSeMOSYS,SSP2-4.5,2025.0,0.8458,1.072,0.7189043242637458,1.072,2.1136542,0.320528,0.04881360361750835,0.0162944,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Agriculture,Europe,1.0,0.02,2.499,0.299,0.0679,0.0152,0.04032,0.01224,OSeMOSYS,SSP2-4.5,2030.0,0.67,1.1128,0.5876686051740497,1.1128,1.67433,0.3327272,0.03990269829131798,0.01691456,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Agriculture,Europe,1.0,0.02,2.499,0.299,0.0679,0.0152,0.04032,0.01224,OSeMOSYS,SSP2-4.5,2040.0,0.3619,1.1842,0.35774658552652816,1.1842,0.9043881,0.35407579999999994,0.024290993157251264,0.01799984,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Agriculture,Europe,1.0,0.02,2.499,0.299,0.0679,0.0152,0.04032,0.01224,OSeMOSYS,SSP3-7.0,2025.0,0.9128,1.032,0.7949183218474014,1.032,2.2810872,0.308568,0.05397495405343856,0.0156864,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Agriculture,Europe,1.0,0.02,2.499,0.299,0.0679,0.0152,0.04032,0.01224,OSeMOSYS,SSP3-7.0,2030.0,0.8286,1.04,0.7443012626310594,1.04,2.0706714,0.31096,0.05053805573264894,0.015808,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Agriculture,Europe,1.0,0.02,2.499,0.299,0.0679,0.0152,0.04032,0.01224,OSeMOSYS,SSP3-7.0,2040.0,0.4715,1.1332,0.4667115223227014,1.1332,1.1782785,0.3388268,0.03168971236571143,0.01722464,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Agriculture,Europe,1.0,0.02,2.499,0.299,0.0679,0.0152,0.04032,0.01224,OSeMOSYS,SSP4-6.0,2025.0,0.6672,1.112,0.587078114433333,1.112,1.6673328,0.332488,0.039862603970023315,0.0169024,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Agriculture,Europe,1.0,0.02,2.499,0.299,0.0679,0.0152,0.04032,0.01224,OSeMOSYS,SSP4-6.0,2030.0,0.3368,1.168,0.36241044597633476,1.168,0.8416632000000001,0.349232,0.024607669281793133,0.017753599999999998,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Agriculture,Europe,1.0,0.02,2.499,0.299,0.0679,0.0152,0.04032,0.01224,OSeMOSYS,SSP4-6.0,2040.0,0.1083,1.244,0.16738192906382188,1.244,0.2706417,0.371956,0.011365232983433506,0.0189088,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Agriculture,Europe,1.0,0.02,2.499,0.299,0.0679,0.0152,0.04032,0.01224,OSeMOSYS,SSP5-8.5,2025.0,0.9235,1.004,0.8300105371026714,1.004,2.3078265,0.30019599999999996,0.05635771546927139,0.0152608,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Agriculture,Europe,1.0,0.02,2.499,0.299,0.0679,0.0152,0.04032,0.01224,OSeMOSYS,SSP5-8.5,2030.0,0.8419,1.012,0.7806906887098504,1.012,2.1039081,0.30258799999999997,0.05300889776339884,0.015382400000000001,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Agriculture,Europe,1.0,0.02,2.499,0.299,0.0679,0.0152,0.04032,0.01224,OSeMOSYS,SSP5-8.5,2040.0,0.5949,1.0717,0.5937858237521318,1.0717,1.4866551000000001,0.3204383,0.040318057432769755,0.01628984,tier0,,,,
Hydro_EU,Energy,exiobase,Energy,Europe,Europe,2000000.0,Mining_Extraction,Europe,1.0,0.14,31.288,0.621,0.19354,0.0784,0.4536,0.13328,OSeMOSYS,SSP1-1.9,2025.0,0.6104,1.12,0.5501998819015658,1.12,19.098195200000003,0.69552,0.10648568514322904,0.08780800000000001,tier0,,,,
