model,scenario,year,project_id,asset_class,region,base_dep_factor_GHG_tCO2e,base_dep_factor_Employment_FTE,base_dep_factor_Water_1000m3,base_dep_factor_ValueAdded_M$,GHG_dep_tCO2e,Employment_dep_FTE,Water_dep_1000m3,ValueAdded_dep_M$
OSeMOSYS,SSP3-7.0,2025.0,Hydro_EU,Energy,Europe,85.63893333333334,88.08337777777778,122.1276,115.22595555555556,727.0527437212,31.070082967900003,5.697842617245102,2.6721664806986114
OSeMOSYS,SSP3-7.0,2025.0,Proj_001,Health,LATAM,79.72986666666668,79.72986666666668,105.66875555555555,106.03991111111111,139767.76027757817,6013.598065156567,1160.3877002631853,331.2155984093707
OSeMOSYS,SSP3-7.0,2025.0,Proj_002,Health,Africa,78.79653333333333,78.79653333333333,111.18008888888889,108.13057777777777,11917.121814801061,657.3921405588,121.31665355547361,31.014933375761498
OSeMOSYS,SSP3-7.0,2025.0,Proj_003,Health,Europe,78.3056,78.3056,97.68315555555557,105.44817777777777,22943.32471144791,1099.7821825261,210.56380494699383,96.15155094764694
OSeMOSYS,SSP3-7.0,2025.0,Rail_EU_DEV,Transport,Europe,70.97226666666667,97.86115555555557,87.90537777777779,90.78151111111112,642801.4051406777,32321.75054657548,5037.926311979006,2374.060006790442
OSeMOSYS,SSP3-7.0,2025.0,Rail_EU_OP1,Transport,Europe,70.97226666666667,97.86115555555557,87.90537777777779,90.78151111111112,36.67510372881333,1.8944253970888891,0.34889504444158964,0.16802133037366668
OSeMOSYS,SSP3-7.0,2025.0,Rail_EU_OP2,Transport,Europe,70.97226666666667,97.86115555555557,87.90537777777779,90.78151111111112,25.386644938083332,1.3100770461444446,0.24158140596911842,0.11620128840283335
OSeMOSYS,SSP3-7.0,2030.0,Hydro_AF,Energy,Africa,86.12986666666667,88.57431111111111,135.62453333333335,117.90835555555554,10412.99182167337,925.8185891723889,106.89605864845767,42.16097669576881
OSeMOSYS,SSP3-7.0,2030.0,Hydro_AS,Energy,Asia,87.99653333333333,90.44097777777777,141.1452,123.18168888888889,54597.45117995599,3894.7769797498054,714.2950363757556,197.31456004136072
OSeMOSYS,SSP3-7.0,2030.0,Hydro_EU,Energy,Europe,85.63893333333334,88.08337777777778,122.1276,115.22595555555556,650.7996610339834,31.337053602444445,5.28837923285603,2.694314658652
OSeMOSYS,SSP3-7.0,2030.0,Proj_001,Health,LATAM,79.72986666666668,79.72986666666668,105.66875555555555,106.03991111111111,99234.99658645217,6340.907870693417,864.0405210229385,349.0930366757962
OSeMOSYS,SSP3-7.0,2030.0,Proj_002,Health,Africa,78.79653333333333,78.79653333333333,111.18008888888889,108.13057777777777,7839.550197723553,715.52558787725,86.48554304781382,33.701201468228476
OSeMOSYS,SSP3-7.0,2030.0,Proj_003,Health,Europe,78.3056,78.3056,97.68315555555557,105.44817777777777,20536.491490225755,1109.168119082,195.6550984351577,96.94385689368481
OSeMOSYS,SSP3-7.0,2030.0,Rail_EU_DEV,Transport,Europe,70.97226666666667,97.86115555555557,87.90537777777779,90.78151111111112,575340.4634429165,32599.01512973192,4677.332052786473,2393.70461110161
