Manufacturing Country,SASB industry,Variable,Unit,direct,upstream tier 1,upstream tier 2,upstream rest,Total
TUR,Health Care,Invasive Species,EUR Impact per EUR Output,-8.46865123135387e-08,-3.472018558442591e-06,-3.5210276654895077e-06,-8.999173539628356e-06,-1.6076906275873994e-05
TUR,Infrastructure,Invasive Species,EUR Impact per EUR Output,-7.834461928990733e-08,-2.8260093893543213e-06,-4.853555459026922e-06,-1.0699909203118769e-05,-1.8457818670789918e-05
TUR,Renewable Resources & Alternative Energy,Invasive Species,EUR Impact per EUR Output,-1.7122856607258635e-07,-1.9970361327723706e-05,-1.1557208041097268e-05,-1.7936881862569306e-05,-4.963567979746287e-05
TUR,Resource Transformation,Invasive Species,EUR Impact per EUR Output,-2.2736014854418476e-07,-3.7242922076902936e-06,-7.016803088692414e-06,-1.8826231513163796e-05,-2.979468695809068e-05
TUR,Services,Invasive Species,EUR Impact per EUR Output,-5.793140662015978e-08,-2.680894788905708e-06,-3.1592465028968614e-06,-7.383240158228718e-06,-1.3281312856651444e-05
TUR,Technology & Communications,Invasive Species,EUR Impact per EUR Output,-1.121847925564186e-07,-2.4541978196640518e-06,-3.0379162384260715e-06,-1.0331218991878483e-05,-1.5935517842525028e-05
TUR,Transportation,Invasive Species,EUR Impact per EUR Output,-6.746647621307419e-08,-1.8298966900825896e-06,-4.8970150847368636e-06,-9.630262118767993e-06,-1.6424640369800522e-05
USA,Consumer Goods,Invasive Species,EUR Impact per EUR Output,-1.491414718197838e-07,-2.531800917387713e-06,-2.11295492109148e-06,-3.5011305107975973e-06,-8.295027821096576e-06
USA,Extractives & Minerals Processing,Invasive Species,EUR Impact per EUR Output,-8.371462652569897e-07,-9.152188786147822e-06,-6.202203418960479e-06,-7.649231517568067e-06,-2.384076998793336e-05
USA,Financials,Invasive Species,EUR Impact per EUR Output,-9.188212468783935e-08,-6.780762972083927e-07,-7.256689604972971e-07,-1.958702690260988e-06,-3.454330072654517e-06
USA,Food & Beverage,Invasive Species,EUR Impact per EUR Output,-6.646831159129702e-07,-1.2199016176014585e-05,-1.0647011194236595e-05,-1.424313636666967e-05,-3.775384685283381e-05
USA,Health Care,Invasive Species,EUR Impact per EUR Output,-1.4825001248703234e-07,-1.669373133608922e-06,-1.7163575953687298e-06,-3.6735649383224946e-06,-7.2075456797871784e-06
USA,Infrastructure,Invasive Species,EUR Impact per EUR Output,-1.4202755337504054e-07,-1.1205437119210458e-06,-1.7313983057685962e-06,-3.1833699103777896e-06,-6.177339481442472e-06
USA,Renewable Resources & Alternative Energy,Invasive Species,EUR Impact per EUR Output,-9.040943019363729e-07,-2.3104600368275976e-05,-1.1623383406269914e-05,-1.3531886906457838e-05,-4.916396498294011e-05
USA,Resource Transformation,Invasive Species,EUR Impact per EUR Output,-4.560681631408105e-07,-3.3348254490404133e-06,-3.844060113520622e-06,-9.253232132738493e-06,-1.6888185858440337e-05
USA,Services,Invasive Species,EUR Impact per EUR Output,-1.2288605063035078e-07,-1.42649415148013e-06,-1.470379320950989e-06,-3.3256275142685756e-06,-6.345387037330046e-06
USA,Technology & Communications,Invasive Species,EUR Impact per EUR Output,-1.5314686124371323e-07,-8.78652267471032e-07,-1.102785630559025e-06,-3.08876622458007e-06,-5.22335098385384e-06
USA,Transportation,Invasive Species,EUR Impact per EUR Output,-2.992870271181637e-07,-1.5719583703559018e-06,-3.5511113339797813e-06,-7.87785557535257e-06,-1.3300212306806417e-05
AUS,Consumer Goods,Land Use,EUR Impact per EUR Output,-2.809731896519585e-05,-0.16444770456604182,-0.03648806360249023,-0.017317582828088377,-0.21828144831558563
AUS,Extractives & Minerals Processing,Land Use,EUR Impact per EUR Output,0.0,-0.0038277264407830624,-0.005001071675270815,-0.013501191029216028,-0.02232998914526991
AUS,Financials,Land Use,EUR Impact per EUR Output,0.0,-0.0014115727173240752,-0.0015088000675529006,-0.0057186396824288116,-0.008639012467305788
AUS,Food & Beverage,Land Use,EUR Impact per EUR Output,-0.4954219922739143,-0.2453803142812388,-0.07658124152468442,-0.03985076489750793,-0.8572343129773453
AUS,Health Care,Land Use,EUR Impact per EUR Output,0.0,-0.006998116244079535,-0.008110737822405449,-0.00923051325207508,-0.024339367318560064
AUS,Infrastructure,Land Use,EUR Impact per EUR Output,0.0,-0.002189767483487991,-0.03726460797414541,-0.03396565918002033,-0.07342003463765372
AUS,Renewable Resources & Alternative Energy,Land Use,EUR Impact per EUR Output,-5.9178579749405245,-0.5001531825496512,-0.1138297707322615,-0.03708048215944656,-6.568921410381884
AUS,Resource Transformation,Land Use,EUR Impact per EUR Output,0.0,-0.0663508066719513,-0.022180116444070308,-0.017678876252437668,-0.10620979936845927
AUS,Services,Land Use,EUR Impact per EUR Output,0.0,-0.006564272135682578,-0.01424301647873709,-0.015314128445246687,-0.03612141705966636
AUS,Technology & Communications,Land Use,EUR Impact per EUR Output,0.0,-0.0017337701161456705,-0.0023871971387115637,-0.009916532052691844,-0.014037499307549078
AUS,Transportation,Land Use,EUR Impact per EUR Output,0.0,-0.002948305195530851,-0.0054800660769851834,-0.013950852149650575,-0.02237922342216661
BRA,Consumer Goods,Land Use,EUR Impact per EUR Output,0.0,-0.0884206948162076,-0.04218138638249494,-0.019824178539789634,-0.1504262597384922
BRA,Extractives & Minerals Processing,Land Use,EUR Impact per EUR Output,0.0,-0.021005660647575253,-0.009786515863615059,-0.021591711494427807,-0.05238388800561812
BRA,Financials,Land Use,EUR Impact per EUR Output,0.0,-0.00015511102584482112,-0.003720753882148562,-0.008114595081994353,-0.011990459989987734
BRA,Food & Beverage,Land Use,EUR Impact per EUR Output,-0.06836714589243144,-0.16683253258981826,-0.05996140778074095,-0.031181445302533327,-0.326342531565524
BRA,Health Care,Land Use,EUR Impact per EUR Output,0.0,-0.003806475143482468,-0.008305535431877948,-0.015696900986257353,-0.02780891156161777
BRA,Infrastructure,Land Use,EUR Impact per EUR Output,0.0,-0.00947567289434917,-0.020614480402941154,-0.01868862652255664,-0.048778779819846955
BRA,Renewable Resources & Alternative Energy,Land Use,EUR Impact per EUR Output,-10.656606628839288,-1.3722256143775942,-0.210656007079323,-0.05388825465593398,-12.29337650495214
BRA,Resource Transformation,Land Use,EUR Impact per EUR Output,0.0,-0.06761364893683909,-0.041277612601808816,-0.033084067300613924,-0.14197532883926184
BRA,Services,Land Use,EUR Impact per EUR Output,-9.365563392652921e-05,-0.013865153556235937,-0.016141248851219973,-0.015549051314232945,-0.045649109355615385
BRA,Technology & Communications,Land Use,EUR Impact per EUR Output,0.0,-0.0003479150263188904,-0.0077479606864280836,-0.0151339536537246,-0.023229829366471576
BRA,Transportation,Land Use,EUR Impact per EUR Output,-0.001916847507008964,-0.0004119016556139983,-0.01772540635457443,-0.022908919827888993,-0.042963075345086386
CAN,Consumer Goods,Land Use,EUR Impact per EUR Output,-0.0017966931062775426,-0.05320666020288849,-0.0159615641467327,-0.012395382429056176,-0.0833602998849549
CAN,Extractives & Minerals Processing,Land Use,EUR Impact per EUR Output,0.0,-0.0005966302141667616,-0.0014810536083008357,-0.004601647173413638,-0.006679330995881235
CAN,Financials,Land Use,EUR Impact per EUR Output,0.0,-0.0004988116444187685,-0.0012211317939822615,-0.004848045041289356,-0.006567988479690386
CAN,Food & Beverage,Land Use,EUR Impact per EUR Output,-0.21775976880045314,-0.10446472582951336,-0.03734809643315689,-0.02857779014526052,-0.3881503812083839
CAN,Health Care,Land Use,EUR Impact per EUR Output,0.0,-0.0004931989010833902,-0.0021599530811949015,-0.006111613593362221,-0.008764765575640512
CAN,Infrastructure,Land Use,EUR Impact per EUR Output,-0.00011262486982071116,-0.0034381915882689294,-0.010942696510418223,-0.008946314174636422,-0.023439827143144288
CAN,Renewable Resources & Alternative Energy,Land Use,EUR Impact per EUR Output,-0.9696520109514843,-0.20362034731589126,-0.07278507790173096,-0.03305626678569471,-1.279113702954801
CAN,Resource Transformation,Land Use,EUR Impact per EUR Output,0.0,-0.0014527334497666882,-0.007643394775498819,-0.01173464356001756,-0.020830771785283066
CAN,Services,Land Use,EUR Impact per EUR Output,0.0,-0.005249912772228683,-0.0074180814037503465,-0.01105554745646587,-0.023723541632444896
CAN,Technology & Communications,Land Use,EUR Impact per EUR Output,0.0,-0.000583480545551849,-0.001332099715342579,-0.006038447182000354,-0.007954027442894782
CAN,Transportation,Land Use,EUR Impact per EUR Output,0.0,-0.0022063142377520793,-0.002549763569058322,-0.008722036647522581,-0.013478114454332986
CHE,Consumer Goods,Land Use,EUR Impact per EUR Output,-5.04766826589183e-06,-0.0018908844695243723,-0.0024781996986348925,-0.0051452097589639745,-0.009519341595389131
CHE,Extractives & Minerals Processing,Land Use,EUR Impact per EUR Output,0.0,-0.00041386505334055845,-0.0017897528837935194,-0.005842913320320577,-0.008046531257454656
CHE,Financials,Land Use,EUR Impact per EUR Output,0.0,-9.214763618512137e-05,-0.0005394074154386205,-0.001775056259473953,-0.0024066113110976944
CHE,Food & Beverage,Land Use,EUR Impact per EUR Output,-0.06057299720346211,-0.07529956194190186,-0.02418835261682296,-0.014886442292328494,-0.17494735405451542
CHE,Health Care,Land Use,EUR Impact per EUR Output,-3.467888542971899e-05,-0.0005911269839718935,-0.0022739238614921187,-0.005056795660122097,-0.00795652539101583
CHE,Infrastructure,Land Use,EUR Impact per EUR Output,-1.2456354455943601e-05,-0.0004279182518167572,-0.002308788807396138,-0.006182570034115918,-0.008931733447784756
CHE,Renewable Resources & Alternative Energy,Land Use,EUR Impact per EUR Output,-0.3868360132400361,-0.024108180278133783,-0.011534247830797702,-0.012483705984066359,-0.4349621473330339
CHE,Resource Transformation,Land Use,EUR Impact per EUR Output,-1.3828508438914994e-05,-0.0005065316084609315,-0.001478519977449368,-0.005393996252202524,-0.007392876346551738
CHE,Services,Land Use,EUR Impact per EUR Output,-5.498293928876324e-05,-0.0007759554061477011,-0.00217185089892534,-0.003510037664401128,-0.006512826908762931
CHE,Technology & Communications,Land Use,EUR Impact per EUR Output,0.0,-0.0001714360183986806,-0.0007541472216311096,-0.00399393612700013,-0.004919519367029921
CHE,Transportation,Land Use,EUR Impact per EUR Output,0.0,-0.00018869129199254153,-0.0020622207430197274,-0.005033426852069414,-0.007284338887081684
CHN,Consumer Goods,Land Use,EUR Impact per EUR Output,0.0,-0.053624323444611224,-0.03607168697939491,-0.04226237640981829,-0.1319583868338244
CHN,Extractives & Minerals Processing,Land Use,EUR Impact per EUR Output,0.0,-0.0016400320262495857,-0.005516508645222684,-0.022377012426977493,-0.029533553098449763
CHN,Financials,Land Use,EUR Impact per EUR Output,0.0,-0.00013033324391403475,-0.0008712622166721196,-0.007633469245590062,-0.008635064706176216
CHN,Food & Beverage,Land Use,EUR Impact per EUR Output,-0.017537403821042984,-0.012726753943181904,-0.009746168797223387,-0.01684235634124954,-0.0568526829026978
CHN,Health Care,Land Use,EUR Impact per EUR Output,0.0,-0.004442507558090667,-0.007292274592175999,-0.019685435321997548,-0.031420217472264214
CHN,Infrastructure,Land Use,EUR Impact per EUR Output,0.0,-0.008460393971064031,-0.012873829859443816,-0.02835057050069859,-0.049684794331206435
CHN,Renewable Resources & Alternative Energy,Land Use,EUR Impact per EUR Output,-0.6259451875150333,-0.2500302202544963,-0.07286623294944677,-0.055195459744343554,-1.00403710046332
CHN,Resource Transformation,Land Use,EUR Impact per EUR Output,0.0,-0.02415603338832181,-0.01674463033413425,-0.032212007681221747,-0.07311267140367782
CHN,Services,Land Use,EUR Impact per EUR Output,0.0,-0.0013828600340061068,-0.007098150397035103,-0.019229271760423567,-0.027710282191464777
CHN,Technology & Communications,Land Use,EUR Impact per EUR Output,0.0,-5.900722427217561e-05,-0.0044896050299943644,-0.022681817119932116,-0.02723042937419866
CHN,Transportation,Land Use,EUR Impact per EUR Output,0.0,-0.0006205679243632891,-0.00455398698742969,-0.021424992895320055,-0.026599547807113034
DEU,Consumer Goods,Land Use,EUR Impact per EUR Output,0.0,-0.00868099165186726,-0.007821168938035998,-0.007098905454549126,-0.02360106604445239
DEU,Extractives & Minerals Processing,Land Use,EUR Impact per EUR Output,0.0,-0.000541123177539827,-0.0016096821767026478,-0.007407263933497622,-0.009558069287740096
DEU,Financials,Land Use,EUR Impact per EUR Output,0.0,-3.2603037805616106e-05,-0.00022996638226857214,-0.001973986106559457,-0.0022365555266336454
DEU,Food & Beverage,Land Use,EUR Impact per EUR Output,-0.041812062660344526,-0.03176031965087057,-0.013047187414417797,-0.012737796379754493,-0.09935736610538738
DEU,Health Care,Land Use,EUR Impact per EUR Output,0.0,-0.00040980417382949815,-0.0017443620150027744,-0.003273270283011173,-0.005427436471843446
DEU,Infrastructure,Land Use,EUR Impact per EUR Output,0.0,-0.00031741990747369644,-0.0024189043030928953,-0.0046437378738901115,-0.007380062084456703
DEU,Renewable Resources & Alternative Energy,Land Use,EUR Impact per EUR Output,-0.12342006101710863,-0.07851215682290114,-0.040086769174304766,-0.029675382261129358,-0.2716943692754438
DEU,Resource Transformation,Land Use,EUR Impact per EUR Output,0.0,-0.000510065262880154,-0.0021361642686319494,-0.0066603596471844296,-0.009306589178696534
DEU,Services,Land Use,EUR Impact per EUR Output,0.0,-0.0004022388051111819,-0.001675020072121575,-0.0031726513631169023,-0.0052499102403496594
DEU,Technology & Communications,Land Use,EUR Impact per EUR Output,0.0,-0.00013430007336802103,-0.0006501599573277731,-0.0032116284859141204,-0.003996088516609915
DEU,Transportation,Land Use,EUR Impact per EUR Output,0.0,-0.00011858670669384521,-0.0009346976595454395,-0.004907190277281903,-0.005960474643521188
ESP,Consumer Goods,Land Use,EUR Impact per EUR Output,-0.00047877856422178476,-0.022159198666089265,-0.010324646728348494,-0.010565682831606324,-0.043528306790265876
ESP,Extractives & Minerals Processing,Land Use,EUR Impact per EUR Output,0.0,-0.000833903530429744,-0.005406326215286239,-0.015703878945239006,-0.021944108690954988
ESP,Financials,Land Use,EUR Impact per EUR Output,0.0,-0.00023865765905600563,-0.0019247435483526795,-0.005393545844848243,-0.007556947052256929
ESP,Food & Beverage,Land Use,EUR Impact per EUR Output,-0.35270506261071083,-0.18575223940712,-0.08250233616899624,-0.06729642728286157,-0.6882560654696888
ESP,Health Care,Land Use,EUR Impact per EUR Output,0.0,-0.004199939781581775,-0.0066869426193246675,-0.010136737878206186,-0.021023620279112632
ESP,Infrastructure,Land Use,EUR Impact per EUR Output,-0.0009497961812328249,-0.005044558913890661,-0.005756162433908785,-0.010562623616189024,-0.022313141145221295
ESP,Renewable Resources & Alternative Energy,Land Use,EUR Impact per EUR Output,-1.6475741421559007,-0.5947199758595926,-0.12834386331624986,-0.04899995433039339,-2.4196379356621365
ESP,Resource Transformation,Land Use,EUR Impact per EUR Output,0.0,-0.011862156406438082,-0.01213381356875599,-0.017826846465804885,-0.04182281644099896
ESP,Services,Land Use,EUR Impact per EUR Output,-2.482398495640878e-06,-0.004283313887236905,-0.018418250661056634,-0.017090923166270828,-0.03979497011306
ESP,Technology & Communications,Land Use,EUR Impact per EUR Output,0.0,-0.0011045753088359121,-0.004151303963578944,-0.009752061820459464,-0.01500794109287432
ESP,Transportation,Land Use,EUR Impact per EUR Output,-0.0014061719433675125,-0.0007812824950379623,-0.004454912080333099,-0.01060111833736867,-0.017243484856107244
FRA,Consumer Goods,Land Use,EUR Impact per EUR Output,0.0,-0.01599713094902513,-0.010871102803272147,-0.009080370740927742,-0.035948604493225025
FRA,Extractives & Minerals Processing,Land Use,EUR Impact per EUR Output,0.0,-0.0004058826487869423,-0.0025831087189531862,-0.008115277089448803,-0.011104268457188931
FRA,Financials,Land Use,EUR Impact per EUR Output,0.0,-6.903004487391258e-05,-0.00042462755196851876,-0.0033686525186908058,-0.003862310115533238
FRA,Food & Beverage,Land Use,EUR Impact per EUR Output,-0.10119231257911462,-0.051086849676474276,-0.020905780069122686,-0.017902700687762847,-0.1910876430124744
FRA,Health Care,Land Use,EUR Impact per EUR Output,-1.7882968858804497e-05,-0.000205232693499892,-0.0013353837853938095,-0.0028192873709786763,-0.0043777868187311825
FRA,Infrastructure,Land Use,EUR Impact per EUR Output,0.0,-0.0007411195764939871,-0.0038814478553160685,-0.006641574785171987,-0.011264142216982041
FRA,Renewable Resources & Alternative Energy,Land Use,EUR Impact per EUR Output,-0.7557092997597312,-0.43010906883490296,-0.12830459653568774,-0.05515820681029884,-1.3692811719406208
FRA,Resource Transformation,Land Use,EUR Impact per EUR Output,0.0,-0.0009542702933302645,-0.0035739156655137548,-0.008644008910772416,-0.013172194869616438
FRA,Services,Land Use,EUR Impact per EUR Output,-6.117205848907016e-05,-0.0011322860855238624,-0.0033984952641971256,-0.005174332962631176,-0.009766286370841233
FRA,Technology & Communications,Land Use,EUR Impact per EUR Output,-2.0148458551638142e-05,-0.00025628009513782406,-0.00219578268574285,-0.005378691116141796,-0.007850902355574108
FRA,Transportation,Land Use,EUR Impact per EUR Output,0.0,-0.0001477710303731111,-0.0018704444004688217,-0.005889457726250623,-0.007907673157092556
GBR,Consumer Goods,Land Use,EUR Impact per EUR Output,0.0,-0.0015253835828534018,-0.004230483894215694,-0.005716429257005637,-0.011472296734074733
GBR,Extractives & Minerals Processing,Land Use,EUR Impact per EUR Output,0.0,-0.00026023883974068013,-0.0014032856346537597,-0.005024533034186584,-0.006688057508581025
GBR,Financials,Land Use,EUR Impact per EUR Output,0.0,-0.0001933227521411663,-0.000810882583904255,-0.002899266181089606,-0.0039034715171350266
GBR,Food & Beverage,Land Use,EUR Impact per EUR Output,-0.10524710145840764,-0.07995827122288797,-0.02813937633209089,-0.01876997301034231,-0.23211472202372882
GBR,Health Care,Land Use,EUR Impact per EUR Output,0.0,-0.0006387813083095788,-0.002007214470603567,-0.004982654594350049,-0.007628650373263194
GBR,Infrastructure,Land Use,EUR Impact per EUR Output,0.0,-0.0005251198458976312,-0.001800314886344891,-0.004517039380867153,-0.006842474113109675
GBR,Renewable Resources & Alternative Energy,Land Use,EUR Impact per EUR Output,-0.07957514464494357,-0.030921322683978743,-0.021490404634382638,-0.018440908331891614,-0.15042778029519657
GBR,Resource Transformation,Land Use,EUR Impact per EUR Output,0.0,-0.000855370775877906,-0.002698702668676125,-0.007291053682353754,-0.010845127126907786
GBR,Services,Land Use,EUR Impact per EUR Output,0.0,-0.0012286254360750952,-0.003693549006850253,-0.004225063811427136,-0.009147238254352485
GBR,Technology & Communications,Land Use,EUR Impact per EUR Output,0.0,-0.00032510238304041993,-0.000979367428391593,-0.0035467437189850926,-0.004851213530417106
GBR,Transportation,Land Use,EUR Impact per EUR Output,0.0,-0.00038907115255387324,-0.0013966438835593515,-0.004904965613816619,-0.0066906806499298435
Global,Consumer Goods,Land Use,EUR Impact per EUR Output,-0.0003952219542337139,-0.028756223788161523,-0.014703309729984347,-0.01355013505054905,-0.057404890522928624
Global,Extractives & Minerals Processing,Land Use,EUR Impact per EUR Output,-6.495019095755938e-05,-0.0022108452226916966,-0.003540983315643216,-0.010934442165923517,-0.01675122089521599
Global,Financials,Land Use,EUR Impact per EUR Output,-7.15016939840088e-11,-0.000256525784050294,-0.000911681916404321,-0.0034996508722815794,-0.004667858644237888
Global,Food & Beverage,Land Use,EUR Impact per EUR Output,-0.07996074404668879,-0.06386370237664098,-0.02734136527481024,-0.021922677484933137,-0.19308848918307314
Global,Health Care,Land Use,EUR Impact per EUR Output,-2.8612169974418804e-05,-0.0021127954163085018,-0.00377288042219447,-0.007179947045507607,-0.013094235053984996
Global,Infrastructure,Land Use,EUR Impact per EUR Output,-0.00018693591778688178,-0.004980559284735119,-0.007815581717552374,-0.010895595015493224,-0.0238786719355676
Global,Renewable Resources & Alternative Energy,Land Use,EUR Impact per EUR Output,-1.3679529930479655,-0.21473948117901817,-0.06475299669516593,-0.03799091737998166,-1.6854363883021313
Global,Resource Transformation,Land Use,EUR Impact per EUR Output,-9.172819342982261e-05,-0.012766871082217373,-0.009407481671125276,-0.016646674258206904,-0.038912755204979374
Global,Services,Land Use,EUR Impact per EUR Output,-0.000143743120473761,-0.004194996644112018,-0.0065369675771135664,-0.008441772312113046,-0.01931747965381239
Global,Technology & Communications,Land Use,EUR Impact per EUR Output,-7.72915774059321e-05,-0.0005208684337722982,-0.00247101393895649,-0.009033068234743948,-0.01210224218487867
Global,Transportation,Land Use,EUR Impact per EUR Output,-0.00023896326474635109,-0.0007330184244779559,-0.003149803656430751,-0.009290307310754784,-0.01341209265640984
IDN,Consumer Goods,Land Use,EUR Impact per EUR Output,0.0,-0.16680663223246867,-0.028283001932795614,-0.011598073173586496,-0.20668770733885078
IDN,Extractives & Minerals Processing,Land Use,EUR Impact per EUR Output,0.0,-0.002722552164143422,-0.0057358228796198845,-0.006844321011517395,-0.0153026960552807
IDN,Financials,Land Use,EUR Impact per EUR Output,0.0,-4.170007719968003e-05,-0.005052297845033986,-0.006581398679098096,-0.011675396601331762
IDN,Food & Beverage,Land Use,EUR Impact per EUR Output,-0.0613289258967679,-0.034377251221528224,-0.01298943421816808,-0.010928298446473179,-0.1196239097829374
IDN,Health Care,Land Use,EUR Impact per EUR Output,0.0,-0.023891354398237752,-0.014364399742339428,-0.015564889486915014,-0.053820643627492185
IDN,Infrastructure,Land Use,EUR Impact per EUR Output,0.0,-0.1328265991559305,-0.049082201217674294,-0.016498627539010855,-0.19840742791261565
IDN,Renewable Resources & Alternative Energy,Land Use,EUR Impact per EUR Output,-3.6654753276457464,-0.17779300703147397,-0.047046416169750124,-0.025987027049694484,-3.916301777896665
IDN,Resource Transformation,Land Use,EUR Impact per EUR Output,0.0,-0.013984779104668823,-0.006045950829907849,-0.012981594081536842,-0.033012324016113516
IDN,Services,Land Use,EUR Impact per EUR Output,0.0,-0.007768598383860256,-0.01585510810340567,-0.014537532303928118,-0.03816123879119404
IDN,Technology & Communications,Land Use,EUR Impact per EUR Output,0.0,-4.7549043887134075e-05,-0.004140086172492123,-0.010401387906076816,-0.014589023122456074
IDN,Transportation,Land Use,EUR Impact per EUR Output,0.0,-0.0005379839195416079,-0.004646764229279097,-0.010717448600019696,-0.0159021967488404
IND,Consumer Goods,Land Use,EUR Impact per EUR Output,-3.0407341360447246e-10,-0.04744120754871449,-0.009916704343696197,-0.007239093386321983,-0.06459700558280608
IND,Extractives & Minerals Processing,Land Use,EUR Impact per EUR Output,-1.1043350267694095e-07,-0.0003431826728665102,-0.002112378642366266,-0.006304172210601818,-0.00875984395933727
IND,Financials,Land Use,EUR Impact per EUR Output,0.0,-5.154610271276909e-06,-0.0018170625343457037,-0.002531822841738793,-0.004354039986355773
IND,Food & Beverage,Land Use,EUR Impact per EUR Output,-0.04719922825961095,-0.013950172399519732,-0.006378657620090352,-0.004756878199752482,-0.07228493647897351
IND,Health Care,Land Use,EUR Impact per EUR Output,0.0,-0.0009646830482579977,-0.00884071257531588,-0.009661248281210816,-0.019466643904784694
IND,Infrastructure,Land Use,EUR Impact per EUR Output,0.0,-0.01562475771842853,-0.010930319225051008,-0.007149565424943353,-0.03370464236842289
IND,Renewable Resources & Alternative Energy,Land Use,EUR Impact per EUR Output,-0.9395405687136504,-0.10507602086052395,-0.023284035516483084,-0.009452292453329635,-1.077352917543987
IND,Resource Transformation,Land Use,EUR Impact per EUR Output,0.0,-0.00179439923559397,-0.006980490537150334,-0.01196059052457815,-0.02073548029732246
IND,Services,Land Use,EUR Impact per EUR Output,0.0,-0.004840852866549696,-0.008340597799174508,-0.0065995868807085575,-0.01978103754643276
IND,Technology & Communications,Land Use,EUR Impact per EUR Output,0.0,-0.00011508104512794582,-0.0013672557999856443,-0.0037104848027639204,-0.0051928216478775106
IND,Transportation,Land Use,EUR Impact per EUR Output,0.0,-0.0007938452498717667,-0.0038810662497368426,-0.007900091683368587,-0.012575003182977195
ITA,Consumer Goods,Land Use,EUR Impact per EUR Output,-0.0002675477201094199,-0.00917919624948472,-0.007286280929013099,-0.009519918716514171,-0.02625294361512141
ITA,Extractives & Minerals Processing,Land Use,EUR Impact per EUR Output,0.0,-0.0019611858109827183,-0.0029784573156749626,-0.009062964671379431,-0.014002607798037114
ITA,Financials,Land Use,EUR Impact per EUR Output,0.0,-8.660974939997903e-05,-0.0008118321948692857,-0.0026311144772761786,-0.0035295564215454436
ITA,Food & Beverage,Land Use,EUR Impact per EUR Output,-0.18853304240230123,-0.11600492388052198,-0.0409035245556399,-0.025924766230719928,-0.371366257069183
ITA,Health Care,Land Use,EUR Impact per EUR Output,0.0,-0.0005362237931754404,-0.0021525372661364843,-0.004849399178133158,-0.007538160237445083
ITA,Infrastructure,Land Use,EUR Impact per EUR Output,0.0,-0.0015380762066202955,-0.0023268052559738033,-0.00559663819010161,-0.009461519652695712
ITA,Renewable Resources & Alternative Energy,Land Use,EUR Impact per EUR Output,-0.4404443858650535,-0.03825779480872488,-0.025719215785787855,-0.02475575255161742,-0.5291771490111836
ITA,Resource Transformation,Land Use,EUR Impact per EUR Output,0.0,-0.0031502543173201557,-0.00414743083071239,-0.009955576465157281,-0.017253261613189824
ITA,Services,Land Use,EUR Impact per EUR Output,-7.7898192342944e-07,-0.006526250124984018,-0.007590227641628742,-0.007758846218244553,-0.021876102966780744
ITA,Technology & Communications,Land Use,EUR Impact per EUR Output,-6.342118311108591e-07,-0.0004097232768511734,-0.0019841910344084134,-0.005654998145873985,-0.008049546668964682
ITA,Transportation,Land Use,EUR Impact per EUR Output,0.0,-0.0011250418906619544,-0.0028776007435363012,-0.0070829607130877895,-0.011085603347286043
JPN,Consumer Goods,Land Use,EUR Impact per EUR Output,0.0,-0.02893206271965512,-0.014518141561385752,-0.010306624171357866,-0.053756828452398736
JPN,Extractives & Minerals Processing,Land Use,EUR Impact per EUR Output,0.0,-0.0004327465135586435,-0.0020555891094107383,-0.00827386364522264,-0.010762199268192024
JPN,Financials,Land Use,EUR Impact per EUR Output,0.0,-0.00014182468595324817,-0.001160015213021593,-0.004868898978964301,-0.0061707388779391435
JPN,Food & Beverage,Land Use,EUR Impact per EUR Output,-0.09949522906162937,-0.06838880234321508,-0.026424195616200463,-0.02025964030854782,-0.21456786732959277
JPN,Health Care,Land Use,EUR Impact per EUR Output,0.0,-0.0013067199188076897,-0.0024174151136355927,-0.006730157598983962,-0.010454292631427244
JPN,Infrastructure,Land Use,EUR Impact per EUR Output,0.0,-0.00177478714340218,-0.013451735007520255,-0.011436277481433076,-0.026662799632355506
JPN,Renewable Resources & Alternative Energy,Land Use,EUR Impact per EUR Output,-0.5850094798687808,-0.16867422433562743,-0.07142713492173013,-0.047613533145732675,-0.872724372271871
JPN,Resource Transformation,Land Use,EUR Impact per EUR Output,0.0,-0.008143071630419758,-0.006926525989800974,-0.014289431000026998,-0.029359028620247734
JPN,Services,Land Use,EUR Impact per EUR Output,0.0,-0.006822150983310196,-0.0069898571013268665,-0.00885089368767546,-0.022662901772312522
JPN,Technology & Communications,Land Use,EUR Impact per EUR Output,0.0,-0.00024305106676855733,-0.0017207905169113384,-0.007649992565189035,-0.009613834148868931
JPN,Transportation,Land Use,EUR Impact per EUR Output,0.0,-0.00017673972187062383,-0.002343442462024844,-0.008646344297376032,-0.0111665264812715
KOR,Consumer Goods,Land Use,EUR Impact per EUR Output,0.0,-0.027915031969429425,-0.016009785699201782,-0.015702431321750133,-0.05962724899038134
KOR,Extractives & Minerals Processing,Land Use,EUR Impact per EUR Output,0.0,-0.0005814405247624129,-0.0022431588931801074,-0.009105756445884442,-0.011930355863826963
KOR,Financials,Land Use,EUR Impact per EUR Output,0.0,-0.0001448784378833044,-0.0013109475511479006,-0.006198573434302062,-0.007654399423333267
KOR,Food & Beverage,Land Use,EUR Impact per EUR Output,-0.14639400218134463,-0.12692989939809224,-0.05390629314470977,-0.04377057181995914,-0.37100076654410574
KOR,Health Care,Land Use,EUR Impact per EUR Output,0.0,-0.01058312003607339,-0.009298112924000557,-0.014619915001104662,-0.03450114796117861
