Manufacturing Country,SASB industry,Variable,Unit,direct,upstream tier 1,upstream tier 2,upstream rest,Total
IDN,Food & Beverage,Biodiversity,EUR Impact per EUR Output,-0.10316406092936611,-0.054555492260553666,-0.018387369578417846,-0.01334399540416804,-0.18945091817250562
IDN,Health Care,Biodiversity,EUR Impact per EUR Output,-6.914128039457775e-05,-0.033370400463151755,-0.019704834714451697,-0.01827065018041215,-0.07141502663841018
IDN,Infrastructure,Biodiversity,EUR Impact per EUR Output,-3.614466674990807e-05,-0.16474697414890987,-0.060673313104277225,-0.01866504441120097,-0.24412147633113807
IDN,Renewable Resources & Alternative Energy,Biodiversity,EUR Impact per EUR Output,-4.594362598009851,-0.2208823920480129,-0.05616699308377905,-0.02821130012617646,-4.899623283267818
IDN,Resource Transformation,Biodiversity,EUR Impact per EUR Output,-9.89638090996056e-06,-0.020899145011809752,-0.0073257785068807655,-0.013288930511561499,-0.04152375041116198
IDN,Services,Biodiversity,EUR Impact per EUR Output,-3.202047204556774e-06,-0.012163152764699457,-0.021180833273790518,-0.016962853351231474,-0.05031004143692601
IDN,Technology & Communications,Biodiversity,EUR Impact per EUR Output,-4.5031088015097824e-05,-3.460269628472899e-05,-0.004983898819688759,-0.01088988014321676,-0.015953412747205346
IDN,Transportation,Biodiversity,EUR Impact per EUR Output,2.690038170359162e-05,-0.0007115100983696219,-0.005837741586380508,-0.011992658099252025,-0.018515009402298565
IND,Consumer Goods,Biodiversity,EUR Impact per EUR Output,-1.1091836966930138e-06,-0.03478235920580039,-0.007819490455994574,-0.005995298561992306,-0.04859825740748396
IND,Extractives & Minerals Processing,Biodiversity,EUR Impact per EUR Output,-0.0002711139970122174,-0.000603958471702583,-0.001710522881499617,-0.005111767192243855,-0.007697362542458274
IND,Financials,Biodiversity,EUR Impact per EUR Output,-3.4954633277414914e-07,-4.79607779540091e-05,-0.0017663241279250732,-0.002210291327109899,-0.004024925779321755
IND,Food & Beverage,Biodiversity,EUR Impact per EUR Output,-0.10870710817452396,-0.02999619865375322,-0.008919253120550955,-0.004842404947587343,-0.15246496489641548
IND,Health Care,Biodiversity,EUR Impact per EUR Output,-5.2520271369961724e-05,-0.0013407326271250985,-0.007952171095647012,-0.008519456971268357,-0.017864880965410425
IND,Infrastructure,Biodiversity,EUR Impact per EUR Output,-0.0002710929906642911,-0.013947198695463335,-0.008354042779204748,-0.005785064144879517,-0.028357398610211897
IND,Renewable Resources & Alternative Energy,Biodiversity,EUR Impact per EUR Output,-0.9825560943510625,-0.0732463784328012,-0.01622311822100639,-0.007033663352692566,-1.0790592543575626
IND,Resource Transformation,Biodiversity,EUR Impact per EUR Output,-4.0035797944372414e-05,-0.002369034954593464,-0.006011288403375635,-0.009937916641778467,-0.01835827579769194
IND,Services,Biodiversity,EUR Impact per EUR Output,-0.00038467012906896823,-0.010904154157438012,-0.009299634778292801,-0.006121953199306525,-0.026710412264106302
IND,Technology & Communications,Biodiversity,EUR Impact per EUR Output,2.3417357840476525e-06,-0.00010582699563789017,-0.0011709271213290273,-0.0029731781401071723,-0.004247590521290042
IND,Transportation,Biodiversity,EUR Impact per EUR Output,-2.292826593653592e-06,-0.0016337550138144845,-0.0041724945570889155,-0.006835991504140387,-0.012644533901637438
ITA,Consumer Goods,Biodiversity,EUR Impact per EUR Output,-8.325646255558248e-05,-0.0031214207841847477,-0.002789141599520332,-0.004116895654968426,-0.010110714501229086
ITA,Extractives & Minerals Processing,Biodiversity,EUR Impact per EUR Output,-4.050744180596989e-06,-0.000712069777135641,-0.001161519990097588,-0.004237040181485912,-0.006114680692899738
ITA,Financials,Biodiversity,EUR Impact per EUR Output,-2.41825232815258e-08,-2.5888876567550154e-05,-0.00030381741740737636,-0.001106395770401761,-0.0014361262468999695
ITA,Food & Beverage,Biodiversity,EUR Impact per EUR Output,-0.05889963711320686,-0.03782441182542605,-0.014434707178406232,-0.010408750912579836,-0.12156750702961898
ITA,Health Care,Biodiversity,EUR Impact per EUR Output,-6.245010115862042e-08,-0.00016790825019371723,-0.0008728116816590919,-0.0022378107476796008,-0.003278593129633569
ITA,Infrastructure,Biodiversity,EUR Impact per EUR Output,-7.103898656639905e-06,-0.0004943781918789055,-0.0008366607164776412,-0.0023564894196633815,-0.0036946322266765684
ITA,Renewable Resources & Alternative Energy,Biodiversity,EUR Impact per EUR Output,-0.1702227465217756,-0.013542765423450683,-0.011177816393944459,-0.01083544648079927,-0.20577877481997
ITA,Resource Transformation,Biodiversity,EUR Impact per EUR Output,-3.496320037517926e-07,-0.0010574783957887923,-0.0015881635382392662,-0.004576184983208726,-0.007222176549240536
ITA,Services,Biodiversity,EUR Impact per EUR Output,-3.3587234185859195e-07,-0.002241091330786884,-0.0027349674837333932,-0.0032194643873096735,-0.008195859074171809
ITA,Technology & Communications,Biodiversity,EUR Impact per EUR Output,-2.233812724526737e-07,-0.00011901718017699812,-0.0007244561471139652,-0.0025227550245402125,-0.0033664517331036285
ITA,Transportation,Biodiversity,EUR Impact per EUR Output,-3.6158141087453497e-06,-0.00038251314119078467,-0.0010600352145709088,-0.0031313903404313636,-0.004577554510301803
JPN,Consumer Goods,Biodiversity,EUR Impact per EUR Output,-1.7307953761556772e-07,-0.01324815749743267,-0.007935566625347525,-0.006179192101176472,-0.027363089303494282
JPN,Extractives & Minerals Processing,Biodiversity,EUR Impact per EUR Output,-2.9603265497187353e-05,-0.0002985417337729421,-0.001580527365631895,-0.006804587766034292,-0.008713260130936316
JPN,Financials,Biodiversity,EUR Impact per EUR Output,-1.5688302898192172e-10,-6.34922217493327e-05,-0.0005724843823545129,-0.0029628927545714574,-0.003598869515558332
JPN,Food & Beverage,Biodiversity,EUR Impact per EUR Output,-0.03200747670882671,-0.03499875721360198,-0.01570299504195801,-0.01320842173008911,-0.09591765069447582
JPN,Health Care,Biodiversity,EUR Impact per EUR Output,-1.6097489063438983e-06,-0.0005921925576805473,-0.0013439126246665928,-0.004223326562924787,-0.006161041494178272
JPN,Infrastructure,Biodiversity,EUR Impact per EUR Output,-5.93950320785996e-08,-0.0007270454255710011,-0.008508283471038054,-0.0073916801053436785,-0.016627068396984815
JPN,Renewable Resources & Alternative Energy,Biodiversity,EUR Impact per EUR Output,-0.261186680993225,-0.07888671334426914,-0.03955461084382239,-0.02834373598619693,-0.4079717411675135
JPN,Resource Transformation,Biodiversity,EUR Impact per EUR Output,-5.785806631711303e-07,-0.0034091674079381306,-0.0035598060714235593,-0.00925027101852764,-0.016219823078552503
JPN,Services,Biodiversity,EUR Impact per EUR Output,2.9512647098917832e-08,-0.0031263966634407663,-0.003796531241788897,-0.0055713333985845945,-0.01249423179116716
JPN,Technology & Communications,Biodiversity,EUR Impact per EUR Output,3.501894121151348e-08,-0.00010493162345273143,-0.0008653088405114664,-0.004855025205593898,-0.005825230650616883
JPN,Transportation,Biodiversity,EUR Impact per EUR Output,4.39113117535492e-06,-7.419962377853932e-05,-0.0013495075884863489,-0.005647868989423893,-0.007067185070513426
KOR,Consumer Goods,Biodiversity,EUR Impact per EUR Output,-6.001103100672295e-08,-0.007224458015990034,-0.006831238400022394,-0.008666266379291911,-0.022722022806335347
KOR,Extractives & Minerals Processing,Biodiversity,EUR Impact per EUR Output,-7.4067418642059484e-06,-0.00032976827891710055,-0.0013508917582946854,-0.006375662468615665,-0.008063729247691656
KOR,Financials,Biodiversity,EUR Impact per EUR Output,1.6073305999348922e-08,-4.580496825934239e-05,-0.0005123778526280265,-0.003277785434058301,-0.003835952181639671
KOR,Food & Beverage,Biodiversity,EUR Impact per EUR Output,-0.017856155096997377,-0.03906634977682844,-0.022199713846928086,-0.022355102085338065,-0.10147732080609197
KOR,Health Care,Biodiversity,EUR Impact per EUR Output,-3.8926098511999556e-07,-0.003540007612125589,-0.0037715269047326615,-0.007984115392100673,-0.01529603916994404
KOR,Infrastructure,Biodiversity,EUR Impact per EUR Output,-1.5163836106349425e-06,-0.0012215200613798702,-0.0028059274384465874,-0.005661945118578396,-0.00969090900201549
KOR,Renewable Resources & Alternative Energy,Biodiversity,EUR Impact per EUR Output,-0.11780561202283268,-0.0501170961572894,-0.013439728396536336,-0.014983287863752973,-0.1963457244404114
KOR,Resource Transformation,Biodiversity,EUR Impact per EUR Output,-7.018069916692656e-08,-0.0004484680769279957,-0.0019603754264405047,-0.008371490533202105,-0.010780404217269774
KOR,Services,Biodiversity,EUR Impact per EUR Output,-1.800575736740709e-06,-0.0037793957506485334,-0.005242237095071848,-0.007601599438350647,-0.016625032859807768
KOR,Technology & Communications,Biodiversity,EUR Impact per EUR Output,-4.36861247150218e-08,-3.5398480926166514e-05,-0.0008643195430004261,-0.007627999744728098,-0.008527761454779405
KOR,Transportation,Biodiversity,EUR Impact per EUR Output,5.875590412063871e-07,-4.957509523491283e-05,-0.0016422347113735976,-0.007827509334035938,-0.009518731581603242
MEX,Consumer Goods,Biodiversity,EUR Impact per EUR Output,-5.998350407634553e-06,-0.09927303362920624,-0.047723592546984,-0.01433851967970853,-0.1613411442063064
MEX,Extractives & Minerals Processing,Biodiversity,EUR Impact per EUR Output,-0.00017191217699567078,-4.908523976793419e-05,-0.005250244285150081,-0.008324084833742423,-0.01379532653565611
MEX,Financials,Biodiversity,EUR Impact per EUR Output,-3.6859476372709835e-08,-1.9002886092991535e-05,-0.0004049524096047347,-0.0029987304408849937,-0.0034227225960590923
MEX,Food & Beverage,Biodiversity,EUR Impact per EUR Output,-0.09018496344529849,-0.06842511946256025,-0.033205934866177206,-0.023850153214042026,-0.21566617098807797
MEX,Health Care,Biodiversity,EUR Impact per EUR Output,-5.518095188860883e-06,-0.011425422188794344,-0.006061736952561363,-0.01012201494612627,-0.027614692182670843
MEX,Infrastructure,Biodiversity,EUR Impact per EUR Output,-0.00010824821569807347,-0.00036978402271393453,-0.027285294542930216,-0.014494383897893929,-0.04225771067923616
MEX,Renewable Resources & Alternative Energy,Biodiversity,EUR Impact per EUR Output,-3.7966878100280814,-0.2979344624007583,-0.051271419701612475,-0.027049311477250485,-4.1729430036077035
MEX,Resource Transformation,Biodiversity,EUR Impact per EUR Output,-7.20238066699234e-05,-0.07696547771952794,-0.021262674504495947,-0.016337754207350477,-0.11463793023804426
MEX,Services,Biodiversity,EUR Impact per EUR Output,-3.793052899103977e-06,-1.8617396012307397e-05,-0.0016528695903735217,-0.003123916593866834,-0.004799196633151768
MEX,Technology & Communications,Biodiversity,EUR Impact per EUR Output,-2.982311204752429e-05,-4.680111578449336e-05,-0.010717906148367401,-0.015400120721129385,-0.026194651097328808
MEX,Transportation,Biodiversity,EUR Impact per EUR Output,-4.3945208436988444e-07,-0.00020953991473160528,-0.010859679230940028,-0.011989143042990856,-0.023058801640746855
NLD,Consumer Goods,Biodiversity,EUR Impact per EUR Output,-7.110670676108846e-05,-0.004165187142667628,-0.0027654971893663043,-0.003742342672112291,-0.010744133710907313
NLD,Extractives & Minerals Processing,Biodiversity,EUR Impact per EUR Output,-4.284178311194738e-08,-0.00012780781851826845,-0.0019451219821618208,-0.004840153205791156,-0.0069131258482543565
NLD,Financials,Biodiversity,EUR Impact per EUR Output,-6.999781952658168e-09,-2.9136858239344478e-05,-0.00028632063641203316,-0.001592708295637299,-0.001908172790070629
NLD,Food & Beverage,Biodiversity,EUR Impact per EUR Output,-0.001348744683979914,-0.021400597584600577,-0.01528744764552212,-0.016821456857872508,-0.05485824677197512
NLD,Health Care,Biodiversity,EUR Impact per EUR Output,-1.3402084638543434e-08,-0.00037697192206898316,-0.0019558142055424816,-0.0033590134575330784,-0.005691812987229182
NLD,Infrastructure,Biodiversity,EUR Impact per EUR Output,-6.144097244808492e-07,-0.0002155420583156159,-0.0026151125769953033,-0.005016974732270003,-0.007848243777305404
NLD,Renewable Resources & Alternative Energy,Biodiversity,EUR Impact per EUR Output,-0.028021323135455547,-0.04902419650942923,-0.022754518979234178,-0.017650527060302863,-0.11745056568442182
NLD,Resource Transformation,Biodiversity,EUR Impact per EUR Output,-6.677204999385788e-05,-0.0011723609628047753,-0.0026886987122478807,-0.006541413392357294,-0.010469245117403807
NLD,Services,Biodiversity,EUR Impact per EUR Output,-0.00016333701376889385,-0.00035845888304435647,-0.0018314044561746792,-0.0037090220820008945,-0.006062222434988823
NLD,Technology & Communications,Biodiversity,EUR Impact per EUR Output,-0.00042223649979503445,-0.0002557341055982338,-0.0006403249512059641,-0.0048350111898476595,-0.006153306746446892
NLD,Transportation,Biodiversity,EUR Impact per EUR Output,1.257256200521728e-06,-0.00011749163662435583,-0.0006747810105768525,-0.0035000808215068396,-0.004291096212507526
RUS,Consumer Goods,Biodiversity,EUR Impact per EUR Output,-9.435371016867983e-05,-0.0013504768633462786,-0.0009238274847167931,-0.001353740269384137,-0.003722398327615889
RUS,Extractives & Minerals Processing,Biodiversity,EUR Impact per EUR Output,-4.5514374344679426e-05,-0.0002282824962523025,-0.0002945440484408266,-0.001213711266589344,-0.0017820521856271529
RUS,Financials,Biodiversity,EUR Impact per EUR Output,1.0838230480442567e-08,-0.0001945009892721286,-0.0004782272697880649,-0.0010121605829271553,-0.0016848780037568686
RUS,Food & Beverage,Biodiversity,EUR Impact per EUR Output,-0.022088307132678214,-0.007689106188418264,-0.003217111707021666,-0.00313036578243875,-0.03612489081055689
RUS,Health Care,Biodiversity,EUR Impact per EUR Output,-4.505322858906215e-06,-0.000283699078356463,-0.0007419320133042749,-0.001428608900511856,-0.0024587453150315005
RUS,Infrastructure,Biodiversity,EUR Impact per EUR Output,-0.00018669306249015163,-0.0002555394839280217,-0.0007831330625867047,-0.0016786473794525513,-0.0029040129884574293
RUS,Renewable Resources & Alternative Energy,Biodiversity,EUR Impact per EUR Output,-0.00036955893274829513,-0.024268134757329238,-0.004925410301037165,-0.003595814733477637,-0.03315891872459233
RUS,Resource Transformation,Biodiversity,EUR Impact per EUR Output,-0.0003051092667459746,-0.00023884009732619562,-0.0010693174051891886,-0.0027455629760677045,-0.004358829745329062
RUS,Services,Biodiversity,EUR Impact per EUR Output,-2.6562063331378272e-05,-0.0002462174497790694,-0.0005211392268380596,-0.0010287602894044174,-0.0018226790293529248
RUS,Technology & Communications,Biodiversity,EUR Impact per EUR Output,-1.0596709934203267e-05,-0.00023784676408422322,-0.0005511530765053012,-0.0015669324214891646,-0.002366528972012892
RUS,Transportation,Biodiversity,EUR Impact per EUR Output,-0.00010917970380416675,-0.00026682032098068384,-0.00044696512785253174,-0.0021383600337877683,-0.00296132518642515
SAU,Consumer Goods,Biodiversity,EUR Impact per EUR Output,-1.324211189766233e-06,-0.0004985465249498953,-0.004565497926665906,-0.003518970879846586,-0.008584339542652152
SAU,Extractives & Minerals Processing,Biodiversity,EUR Impact per EUR Output,-9.46693435948448e-06,-0.00027985700597036277,-0.0008110416571757824,-0.00257752596302161,-0.00367789156052724
SAU,Financials,Biodiversity,EUR Impact per EUR Output,-6.249311704619624e-08,-8.10654026592797e-05,-0.00017134655874260523,-0.0008717295946668255,-0.0011242040491857566
SAU,Food & Beverage,Biodiversity,EUR Impact per EUR Output,-0.003191814587293413,-0.00739708400441694,-0.005908842865349273,-0.006246967460435033,-0.02274470891749466
SAU,Health Care,Biodiversity,EUR Impact per EUR Output,-1.4765150091404905e-07,-0.0001265909243231087,-0.0006085084926675725,-0.002564003361815286,-0.0032992504303068814
SAU,Infrastructure,Biodiversity,EUR Impact per EUR Output,8.44821547203356e-06,-9.37767963303258e-05,-0.0030219283411971006,-0.00305404557194547,-0.006161302494000863
SAU,Renewable Resources & Alternative Energy,Biodiversity,EUR Impact per EUR Output,-0.0027766276466848964,-0.0031880533659000725,-0.03556454597215167,-0.011850846235939242,-0.053380073220675874
SAU,Resource Transformation,Biodiversity,EUR Impact per EUR Output,-6.399326764833468e-07,-0.00029539550126923147,-0.0010230550265899092,-0.0036534184950677865,-0.00497250895560341
SAU,Services,Biodiversity,EUR Impact per EUR Output,-2.5342585066070904e-07,-0.00036356257722320646,-0.0018005672800308719,-0.0025564773049366616,-0.004720860588041401
SAU,Technology & Communications,Biodiversity,EUR Impact per EUR Output,1.174191480437266e-07,-4.859808173431834e-05,-0.00040774248628907585,-0.0018511615198498813,-0.0023073846687252314
SAU,Transportation,Biodiversity,EUR Impact per EUR Output,5.876062382382816e-06,-4.277087601677475e-05,-0.0005264841730293452,-0.0027342475478510484,-0.0032976265345147854
TUR,Consumer Goods,Biodiversity,EUR Impact per EUR Output,-2.3397253528098044e-06,-0.002288785054142711,-0.0018205880192778215,-0.0036818369713179297,-0.0077935497700912714
TUR,Extractives & Minerals Processing,Biodiversity,EUR Impact per EUR Output,-7.739079140537419e-06,-0.001668757050909489,-0.0014847135792755688,-0.0029318041491149627,-0.006093013858440559
TUR,Financials,Biodiversity,EUR Impact per EUR Output,1.888576430024372e-07,-5.44796010279837e-06,-0.0004766749108661593,-0.0013694600374627888,-0.001851394050788744
TUR,Food & Beverage,Biodiversity,EUR Impact per EUR Output,-0.0029512605293876295,-0.008852783947658949,-0.005428982514316778,-0.005097667578800115,-0.022330694570163474
TUR,Health Care,Biodiversity,EUR Impact per EUR Output,1.687643332837051e-07,-0.001010708342703883,-0.001027770636767326,-0.002674074209053492,-0.004712384424191417
TUR,Infrastructure,Biodiversity,EUR Impact per EUR Output,-3.1741015459276703e-06,-0.00011544633050241238,-0.0012006543371501695,-0.0021416012753547615,-0.0034608760445532715
TUR,Renewable Resources & Alternative Energy,Biodiversity,EUR Impact per EUR Output,-0.01175965902264762,-0.023009190821863947,-0.009657531085067223,-0.00809490233796189,-0.05252128326754069
TUR,Resource Transformation,Biodiversity,EUR Impact per EUR Output,-2.841167898721728e-06,-0.0002662067600985477,-0.001705919250922979,-0.004616243117840093,-0.006591210296760341
TUR,Services,Biodiversity,EUR Impact per EUR Output,8.905076888234508e-07,-0.001088170663992092,-0.002152002587668065,-0.0030149802560675023,-0.006254263000038836
TUR,Technology & Communications,Biodiversity,EUR Impact per EUR Output,1.7618636280805125e-07,-4.8673286790580934e-05,-0.0005640622918858714,-0.0038279762968606653,-0.004440535689174309
TUR,Transportation,Biodiversity,EUR Impact per EUR Output,2.64731153446859e-07,-5.8621775330336344e-05,-0.00047950235566702364,-0.001852805481808244,-0.0023906648816521573
USA,Consumer Goods,Biodiversity,EUR Impact per EUR Output,-5.334601362083984e-07,-0.01048079236645755,-0.005977929280499658,-0.00504010471169664,-0.021499359818790056
USA,Extractives & Minerals Processing,Biodiversity,EUR Impact per EUR Output,-4.465988723683493e-05,-0.00020700518605777315,-0.0009779197049608174,-0.0035668356703623134,-0.004796420448617739
USA,Financials,Biodiversity,EUR Impact per EUR Output,5.046109598842423e-08,-2.8038701528316793e-05,-0.0004625027959417347,-0.0023115915831045386,-0.0028020826194786012
USA,Food & Beverage,Biodiversity,EUR Impact per EUR Output,-0.2870602324388543,-0.231193400254395,-0.09290383245383903,-0.050366641504885776,-0.661524106651974
USA,Health Care,Biodiversity,EUR Impact per EUR Output,-1.1947922113740415e-06,-0.0017493945017004896,-0.004442485860518379,-0.005979672980153278,-0.012172748134583522
USA,Infrastructure,Biodiversity,EUR Impact per EUR Output,-1.3707375523868677e-05,-0.0004115598805206198,-0.0026610628627762854,-0.0035336698612834167,-0.00661999998010419
USA,Renewable Resources & Alternative Energy,Biodiversity,EUR Impact per EUR Output,-0.522235257960579,-0.0916655040853341,-0.02900495241184378,-0.01961249253798853,-0.6625182069957454
USA,Resource Transformation,Biodiversity,EUR Impact per EUR Output,-3.1889156477087897e-06,-0.00831274298845264,-0.006883751108662222,-0.009039655862629399,-0.024239338875391966
USA,Services,Biodiversity,EUR Impact per EUR Output,-4.18589076266301e-07,-0.005179982447459062,-0.0072259141114525026,-0.0073350852526388784,-0.019741400400626708
USA,Technology & Communications,Biodiversity,EUR Impact per EUR Output,-5.340246761191224e-08,-7.331938470479036e-05,-0.0013736100580521193,-0.003341384894860613,-0.004788367740085135
USA,Transportation,Biodiversity,EUR Impact per EUR Output,-8.341493870613715e-06,-0.00011807652071407579,-0.0020452142302876423,-0.005729475262726375,-0.007901107507598707
AUS,Consumer Goods,Fair Wages,EUR Impact per EUR Output,0.01508468097107225,-0.02119748069528719,-0.023194806799861453,-0.05989818067920125,-0.08920578720327764
AUS,Extractives & Minerals Processing,Fair Wages,EUR Impact per EUR Output,0.007448768149913865,-0.09712605185904595,-0.04977180813635621,-0.08582819270278433,-0.22527728454827262
AUS,Financials,Fair Wages,EUR Impact per EUR Output,0.021846041496528266,0.003878780729014541,-0.003779015764010999,-0.02350014704376394,-0.0015543405822321349
AUS,Food & Beverage,Fair Wages,EUR Impact per EUR Output,0.016485649766681813,-0.02462293798846033,-0.03157491823319052,-0.08011748592176965,-0.11982969237673867
AUS,Health Care,Fair Wages,EUR Impact per EUR Output,0.0843281750000999,-0.016909978076779728,-0.020927052666892848,-0.04791744067937867,-0.0014262964229513578
AUS,Infrastructure,Fair Wages,EUR Impact per EUR Output,0.01049350749729676,-0.010111162743584954,-0.026888352938675943,-0.08086577753274213,-0.10737178571770625
AUS,Renewable Resources & Alternative Energy,Fair Wages,EUR Impact per EUR Output,0.012071869556681828,-0.04845761485521123,-0.0625451246634726,-0.10449951376472143,-0.20343038372672342
AUS,Resource Transformation,Fair Wages,EUR Impact per EUR Output,0.01565653354788228,-0.034849311578751666,-0.05876272182403646,-0.13193156356027824,-0.2098870634151841
AUS,Services,Fair Wages,EUR Impact per EUR Output,0.05528650064933077,-0.007417585160808066,-0.01563111371787428,-0.05049135943004178,-0.018253557659393342
AUS,Technology & Communications,Fair Wages,EUR Impact per EUR Output,0.02090752445701232,-0.00029509908174540233,-0.012980476195542687,-0.055111877134910725,-0.047479927955186504
AUS,Transportation,Fair Wages,EUR Impact per EUR Output,0.010999605213360866,-0.012760180318827228,-0.046895840458746285,-0.08540248843118778,-0.13405890399540044
BRA,Consumer Goods,Fair Wages,EUR Impact per EUR Output,-0.09392661033923681,0.01763933746674441,-0.0034671618892622848,-0.032141421867505786,-0.11189585662926047
BRA,Extractives & Minerals Processing,Fair Wages,EUR Impact per EUR Output,0.060419059190840285,-0.12251101197651884,-0.07688612976510743,-0.09579129854801954,-0.23476938109880555
BRA,Financials,Fair Wages,EUR Impact per EUR Output,0.29728578934525546,0.08649543005667715,0.017566547404582286,-0.011243126353077008,0.39010464045343785
BRA,Food & Beverage,Fair Wages,EUR Impact per EUR Output,-0.1284724452695932,-0.03455535981398199,-0.011308341370910777,-0.048077118738497855,-0.22241326519298382
BRA,Health Care,Fair Wages,EUR Impact per EUR Output,0.6212076258380421,0.046050905541581845,-0.004084124909486539,-0.03710814393069329,0.6260662625394443
BRA,Infrastructure,Fair Wages,EUR Impact per EUR Output,0.013124299564026633,0.019942601699488558,-0.0011282056105172149,-0.03035434523295732,0.0015843504200406548
BRA,Renewable Resources & Alternative Energy,Fair Wages,EUR Impact per EUR Output,-0.11951761570444329,-0.100510209162461,-0.020437638021689727,-0.051401915863519644,-0.29186737875211366
BRA,Resource Transformation,Fair Wages,EUR Impact per EUR Output,0.205857241364072,0.03241441177713707,-0.014757594526450394,-0.08258325735932347,0.1409308012554352
BRA,Services,Fair Wages,EUR Impact per EUR Output,0.31752070954572453,0.02399378421355073,-0.007219611631300856,-0.031554696937587605,0.3027401851903868
BRA,Technology & Communications,Fair Wages,EUR Impact per EUR Output,0.2386465658926505,0.044352773195538514,0.004892730511311529,-0.049384712421751104,0.23850735717774943
BRA,Transportation,Fair Wages,EUR Impact per EUR Output,0.286060230890616,0.07580085762825514,-0.009362796033623232,-0.06050123778646431,0.29199705469878356
CAN,Consumer Goods,Fair Wages,EUR Impact per EUR Output,0.0013994496699803027,-0.014443004224939491,-0.02808304537854316,-0.06736978281892954,-0.1084963827524319
CAN,Extractives & Minerals Processing,Fair Wages,EUR Impact per EUR Output,0.0062995539759911606,-0.040504022979823966,-0.018909209092968494,-0.0397016594490416,-0.0928153375458429
CAN,Financials,Fair Wages,EUR Impact per EUR Output,0.02039070236349406,0.002480425947152486,-0.0070650591497047254,-0.036925501364021916,-0.021119432203080105
CAN,Food & Beverage,Fair Wages,EUR Impact per EUR Output,-0.003151498279435137,-0.09588199328312726,-0.05400128687993082,-0.08817571493132266,-0.24121049337381587
CAN,Health Care,Fair Wages,EUR Impact per EUR Output,0.04525784434778838,-0.007953864579643102,-0.013788805268068053,-0.0423996260112926,-0.018884451511215386
CAN,Infrastructure,Fair Wages,EUR Impact per EUR Output,0.011949359514384235,-0.014128280584752713,-0.017076938271951704,-0.048769254028743006,-0.06802511337106319
CAN,Renewable Resources & Alternative Energy,Fair Wages,EUR Impact per EUR Output,0.010828457729520794,-0.0452643662222993,-0.05267231746576016,-0.0929789673290659,-0.18008719328760459
CAN,Resource Transformation,Fair Wages,EUR Impact per EUR Output,0.013142656645658567,-0.012450284743179444,-0.04122913408549353,-0.09466045893418124,-0.13519722111719568
CAN,Services,Fair Wages,EUR Impact per EUR Output,0.011307534949714423,-0.03431874182847598,-0.03815526698656913,-0.07973241631078551,-0.14089889017611623
CAN,Technology & Communications,Fair Wages,EUR Impact per EUR Output,0.026013060269673795,-0.00696648742984386,-0.015862287776871865,-0.05851325264583907,-0.055328967582881
CAN,Transportation,Fair Wages,EUR Impact per EUR Output,0.0042094524554933425,-0.004264266946497987,-0.02378719827112785,-0.07795565106701847,-0.10179766382915095
CHE,Consumer Goods,Fair Wages,EUR Impact per EUR Output,0.00037729406694672537,-0.010119431819232867,-0.012581292624531901,-0.036153437805836415,-0.058476868182654455
CHE,Extractives & Minerals Processing,Fair Wages,EUR Impact per EUR Output,0.00043487908957580727,-0.028887577463363363,-0.024250020823492258,-0.06442619660927477,-0.11712891580655457
CHE,Financials,Fair Wages,EUR Impact per EUR Output,0.0013636000018902258,-0.004472156644372516,-0.004913886450296628,-0.015622938173165672,-0.02364538126594459
CHE,Food & Beverage,Fair Wages,EUR Impact per EUR Output,-0.0030431662218350078,-0.09649232780376367,-0.05575082769753306,-0.07623172091933456,-0.23151804264246628
CHE,Health Care,Fair Wages,EUR Impact per EUR Output,0.00227114452175021,-0.00574739680374897,-0.015244071133206217,-0.04452429891952484,-0.06324462233472983
CHE,Infrastructure,Fair Wages,EUR Impact per EUR Output,0.000249951316477724,-0.00995787514424276,-0.01233164453282666,-0.04182532756013864,-0.06386489592073034
CHE,Renewable Resources & Alternative Energy,Fair Wages,EUR Impact per EUR Output,0.00043124257678560347,-0.04124629441356386,-0.03162390885656373,-0.06399308761435658,-0.13643204830769856
CHE,Resource Transformation,Fair Wages,EUR Impact per EUR Output,0.0007116423351063317,-0.015848574940008745,-0.017621714596832216,-0.061826444888429796,-0.09458509209016443
CHE,Services,Fair Wages,EUR Impact per EUR Output,-0.007394036667163556,-0.004853662478087207,-0.009184186544162237,-0.025813338133031466,-0.04724522382244447
CHE,Technology & Communications,Fair Wages,EUR Impact per EUR Output,0.0005853817517732273,-0.010071871252323726,-0.013259610099563692,-0.05051360856321645,-0.07325970816333063
CHE,Transportation,Fair Wages,EUR Impact per EUR Output,0.0003888925814296318,-0.015455564817267588,-0.02025421129152783,-0.04995849320634633,-0.08527937673371212
CHN,Consumer Goods,Fair Wages,EUR Impact per EUR Output,-1.4588386999118985,-0.536029406034454,-0.31700869544294946,-0.5077425436603129,-2.8196193450496145
CHN,Extractives & Minerals Processing,Fair Wages,EUR Impact per EUR Output,-0.0456799148128186,-0.35680614997951,-0.23646289649174665,-0.47584647611199354,-1.114795437396069
CHN,Financials,Fair Wages,EUR Impact per EUR Output,-0.24103627432467079,-0.2520005799063731,-0.11507336129040731,-0.1789500920132756,-0.7870603075347269
CHN,Food & Beverage,Fair Wages,EUR Impact per EUR Output,-1.35858502353122,-0.7398648998479324,-0.3556147389485766,-0.42129146648673554,-2.8753561288144645
